LEADID,Last Name,Company,Lead Owner Id,Lead Owner,Email,Mobile,Website,Industry,Lead Source,Lead Status,Created Time,CONVERTED
1714,Dominique,Gerref Industries Inc.,1001,Rozario Diego,dominique@samplecompany.com,(800) - 456 - 1714,,IT Services,Sales Mail Alias,Lost Lead,"24 Apr, 2010 00:00:00",
1715,Antonio,JMC Technology Group,1009,Thomas Mondrake,antonio@samplecompany.com,(800) - 456 - 1715,,Manufacturing,Employee Referral,Contacted,"24 Apr, 2010 00:00:00",
1716,Jose,Morningside Ventures,1005,Steffi Graf,jose@samplecompany.com,(800) - 456 - 1716,,IT Services,Web Research,Not Contacted,"24 Apr, 2010 00:00:00",
1718,Liz,Bjerke Forgings Inc,1010,Augustine Paul,liz@samplecompany.com,(800) - 456 - 1718,,Education,Cold Call,Contact in Future,"24 Apr, 2010 00:00:00",
1719,Rene,Davis Gear & Machine Co,1002,Santa Cruz Clara,rene@samplecompany.com,(800) - 456 - 1719,,Financial Services,Public Relations,Contacted,"24 Apr, 2010 00:00:00",
1721,Hari,Friesinger's Inc,1011,Tina Thomas,hari@samplecompany.com,(800) - 456 - 1721,,Consulting,External Referral,Pre Qualified,"24 Apr, 2010 00:00:00",
1722,Peter,H Neuman & Co,1002,Santa Cruz Clara,peter@samplecompany.com,(800) - 456 - 1722,,Education,OnlineStore,Contact in Future,"24 Apr, 2010 00:00:00",
1724,Sue,Onspot Of North America,1010,Augustine Paul,sue@samplecompany.com,(800) - 456 - 1724,,Technology,OnlineStore,Contacted,"24 Apr, 2010 00:00:00",
1726,Elizabeth,Simplex Fasteners,1008,Roger Terrence,elizabeth@samplecompany.com,(800) - 456 - 1726,,Education,Advertisement,Pre Qualified,"24 Apr, 2010 00:00:00",
1728,Patricia,Reynolds Aluminum,1005,Steffi Graf,patricia@samplecompany.com,(800) - 456 - 1728,,Communications,Cold Call,Contacted,"24 Apr, 2010 00:00:00",
1730,Christina,Granco Clark,1010,Augustine Paul,christina@samplecompany.com,(800) - 456 - 1730,,Service Provider,Cold Call,Pre Qualified,"23 Apr, 2010 00:00:00",
1732,Georg,"Steel of West Virginia, Inc.",1010,Augustine Paul,georg@samplecompany.com,(800) - 456 - 1732,,Education,External Referral,Lost Lead,"23 Apr, 2010 00:00:00",
1734,Elizabeth,DACA Inc,1011,Tina Thomas,elizabeth@samplecompany.com,(800) - 456 - 1734,,Financial Services,External Referral,Not Contacted,"23 Apr, 2010 00:00:00",
1738,Catherine,Regal Gear,1002,Santa Cruz Clara,catherine@samplecompany.com,(800) - 456 - 1738,,Manufacturing,Employee Referral,Junk Lead,"23 Apr, 2010 00:00:00",
1739,Bob,Matrix Aluminum Corporation,1004,Pete Zachriah,bob@samplecompany.com,(800) - 456 - 1739,,Education,Sales Mail Alias,Attempted to Contact,"23 Apr, 2010 00:00:00",
1740,Lucia,United States Forgecraft Corporation,1001,Rozario Diego,lucia@samplecompany.com,(800) - 456 - 1740,,Education,Web Research,Contact in Future,"23 Apr, 2010 00:00:00",
1742,Thomas,H & L Forge Company,1002,Santa Cruz Clara,thomas@samplecompany.com,(800) - 456 - 1742,,Pharma,Employee Referral,Contacted,"23 Apr, 2010 00:00:00",
1745,Andre,Consolidated Aluminum Corporation,1005,Steffi Graf,andre@samplecompany.com,(800) - 456 - 1745,,Consulting,Cold Call,Contact in Future,"21 Apr, 2010 00:00:00",
1747,Elizabeth,Wolverine Tube,1005,Steffi Graf,elizabeth@samplecompany.com,(800) - 456 - 1747,,Financial Services,Sales Mail Alias,Junk Lead,"21 Apr, 2010 00:00:00",
1748,Roland,"Wagstaff, Inc.",1001,Rozario Diego,roland@samplecompany.com,(800) - 456 - 1748,,Financial Services,Web Research,Attempted to Contact,"21 Apr, 2010 00:00:00",
1750,Pirkko,PTC Alliance,1006,Harold Pawlan,pirkko@samplecompany.com,(800) - 456 - 1750,,Pharma,Trade Show,Lost Lead,"21 Apr, 2010 00:00:00",
1751,Jose,Lone Star Steel Company,1007,David Love,jose@samplecompany.com,(800) - 456 - 1751,,Consulting,Sales Mail Alias,Contacted,"21 Apr, 2010 00:00:00",
1753,Giovanni,Arrow Gear Co,1007,David Love,giovanni@samplecompany.com,(800) - 456 - 1753,,Communications,Employee Referral,Pre Qualified,"21 Apr, 2010 00:00:00",
1754,Yvonne,BA Products Co,1001,Rozario Diego,yvonne@samplecompany.com,(800) - 456 - 1754,,Financial Services,Cold Call,Contact in Future,"21 Apr, 2010 00:00:00",
1756,Ann,Cobra Anchors Corp,1001,Rozario Diego,ann@samplecompany.com,(800) - 456 - 1756,,IT Services,External Referral,Junk Lead,"21 Apr, 2010 00:00:00",
1757,Michael,Columbia Gear Works,1008,Roger Terrence,michael@samplecompany.com,(800) - 456 - 1757,,Manufacturing,Partner,Attempted to Contact,"21 Apr, 2010 00:00:00",
1759,Eduardo,Heat Treating Services Corp,1011,Tina Thomas,eduardo@samplecompany.com,(800) - 456 - 1759,,Pharma,Cold Call,Contact in Future,"21 Apr, 2010 00:00:00",
1760,Patricia,Jerry White's Counter Clock Shop,1011,Tina Thomas,patricia@samplecompany.com,(800) - 456 - 1760,,Education,Advertisement,Contacted,"21 Apr, 2010 00:00:00",
1765,Andre,Plastech,1003,Lazar Mathew,andre@samplecompany.com,(800) - 456 - 1765,,Pharma,Public Relations,Junk Lead,"21 Apr, 2010 00:00:00",
1768,Hanna,Sound Gear & Spline Inc,1009,Thomas Mondrake,hanna@samplecompany.com,(800) - 456 - 1768,,Financial Services,Trade Show,Contact in Future,"21 Apr, 2010 00:00:00",
1770,Marie,Trens Inc,1001,Rozario Diego,marie@samplecompany.com,(800) - 456 - 1770,,Manufacturing,Partner,Not Contacted,"21 Apr, 2010 00:00:00",
1771,Martine,Trinity Industries Inc,1010,Augustine Paul,martine@samplecompany.com,(800) - 456 - 1771,,Manufacturing,Public Relations,Pre Qualified,"21 Apr, 2010 00:00:00",
1777,Elizabeth,NF & M International Inc.,1002,Santa Cruz Clara,elizabeth@samplecompany.com,(800) - 456 - 1777,,Communications,Trade Show,Contact in Future,"07 Apr, 2010 00:00:00",
1778,Yvonne,Ajax Tool Works Inc,1009,Thomas Mondrake,yvonne@samplecompany.com,(800) - 456 - 1778,,Manufacturing,Advertisement,Lost Lead,"07 Apr, 2010 00:00:00",
1779,Paolo,Bethlehem Gear & Machine Co,1007,David Love,paolo@samplecompany.com,(800) - 456 - 1779,,Communications,Partner,Contacted,"07 Apr, 2010 00:00:00",
1781,Mary,Weldbend Corporation,1010,Augustine Paul,mary@samplecompany.com,(800) - 456 - 1781,,Consulting,Advertisement,Contact in Future,"07 Apr, 2010 00:00:00",
1783,Paula,Superior Forge,1004,Pete Zachriah,paula@samplecompany.com,(800) - 456 - 1783,,IT Services,Public Relations,Junk Lead,"06 Apr, 2010 00:00:00",
1784,Bill,Thunder Manufacturing,1010,Augustine Paul,bill@samplecompany.com,(800) - 456 - 1784,,Government/Military,Web Research,Attempted to Contact,"06 Apr, 2010 00:00:00",
1785,Bernardo,SMI Steel Inc.,1001,Rozario Diego,bernardo@samplecompany.com,(800) - 456 - 1785,,Pharma,OnlineStore,Pre Qualified,"05 Apr, 2010 00:00:00",
1786,Art,Nucor Cold Finish,1009,Thomas Mondrake,art@samplecompany.com,(800) - 456 - 1786,,Pharma,OnlineStore,Contact in Future,"05 Apr, 2010 00:00:00",
1791,Mary,Metal Impact Corporation,1008,Roger Terrence,mary@samplecompany.com,(800) - 456 - 1791,,Education,Partner,Contacted,"05 Apr, 2010 00:00:00",
1793,Matti,Aerolite Extrusion Company,1001,Rozario Diego,matti@samplecompany.com,(800) - 456 - 1793,,Financial Services,Partner,Attempted to Contact,"25 Mar, 2010 00:00:00",
1797,Rene,Accurate Gear & Machine Inc,1001,Rozario Diego,rene@samplecompany.com,(800) - 456 - 1797,,Financial Services,Cold Call,Contacted,"25 Mar, 2010 00:00:00",
1798,Dominique,Bridgeport Worm & Gear,1005,Steffi Graf,dominique@samplecompany.com,(800) - 456 - 1798,,Education,Public Relations,Not Contacted,"25 Mar, 2010 00:00:00",
1801,Christina,Doppler Gear Co,1004,Pete Zachriah,christina@samplecompany.com,(800) - 456 - 1801,,Pharma,External Referral,Attempted to Contact,"25 Mar, 2010 00:00:00",
1803,Jaime,Dyoll Gear & Spline Inc,1004,Pete Zachriah,jaime@samplecompany.com,(800) - 456 - 1803,,Service Provider,External Referral,Contact in Future,"25 Mar, 2010 00:00:00",
1804,Diego,Eagle Gear & Manufacturing Co,1009,Thomas Mondrake,diego@samplecompany.com,(800) - 456 - 1804,,Technology,Advertisement,Lost Lead,"25 Mar, 2010 00:00:00",
1806,Yvonne,Industrial Chain Products Inc,1006,Harold Pawlan,yvonne@samplecompany.com,(800) - 456 - 1806,,Manufacturing,Web Research,Not Contacted,"25 Mar, 2010 00:00:00",
1808,Hari,Lenape Forge Inc,1004,Pete Zachriah,hari@samplecompany.com,(800) - 456 - 1808,,Financial Services,Employee Referral,Contact in Future,"25 Mar, 2010 00:00:00",
1809,Carine,Logan Mine Service,1005,Steffi Graf,carine@samplecompany.com,(800) - 456 - 1809,,IT Services,Trade Show,Contacted,"25 Mar, 2010 00:00:00",
1810,Roland,Magnum Forge Inc,1010,Augustine Paul,roland@samplecompany.com,(800) - 456 - 1810,,Pharma,Advertisement,Attempted to Contact,"25 Mar, 2010 00:00:00",
1811,Steve,Melling Forging Co,1005,Steffi Graf,steve@samplecompany.com,(800) - 456 - 1811,,Technology,Public Relations,Pre Qualified,"25 Mar, 2010 00:00:00",
1812,Elizabeth,Modern Forge Of Tennessee Inc,1011,Tina Thomas,elizabeth@samplecompany.com,(800) - 456 - 1812,,Education,Employee Referral,Contact in Future,"25 Mar, 2010 00:00:00",
1813,Mary,Phoenix Forging Co Inc,1006,Harold Pawlan,mary@samplecompany.com,(800) - 456 - 1813,,Education,Advertisement,Lost Lead,"25 Mar, 2010 00:00:00",
1815,Patricio,Scott M Colsons Shop Inc,1003,Lazar Mathew,patricio@samplecompany.com,(800) - 456 - 1815,,Technology,Partner,Not Contacted,"25 Mar, 2010 00:00:00",
1816,Carlos,State Gear Co Inc,1010,Augustine Paul,carlos@samplecompany.com,(800) - 456 - 1816,,Consulting,Employee Referral,Pre Qualified,"25 Mar, 2010 00:00:00",
1818,Ann,Dekalb Forge Company,1006,Harold Pawlan,ann@samplecompany.com,(800) - 456 - 1818,,Service Provider,Advertisement,Contacted,"25 Mar, 2010 00:00:00",
1819,Jonas,"Clapp Corporation, E.D.",1008,Roger Terrence,jonas@samplecompany.com,(800) - 456 - 1819,,Government/Military,Cold Call,Junk Lead,"25 Mar, 2010 00:00:00",
1823,John,Buchanan Metal Forming Inc,1004,Pete Zachriah,john@samplecompany.com,(800) - 456 - 1823,,Communications,OnlineStore,Contacted,"23 Mar, 2010 00:00:00",
1829,Giovanni,"Louisville Forge & Gear Works, LLC",1001,Rozario Diego,giovanni@samplecompany.com,(800) - 456 - 1829,,Education,Cold Call,Attempted to Contact,"23 Mar, 2010 00:00:00",
1831,Bill,Russell Breckenridge Co Inc,1004,Pete Zachriah,bill@samplecompany.com,(800) - 456 - 1831,,Consulting,External Referral,Lost Lead,"23 Mar, 2010 00:00:00",
1832,Maria,"Council Tool Company, Inc.",1010,Augustine Paul,maria@samplecompany.com,(800) - 456 - 1832,,Manufacturing,External Referral,Contacted,"23 Mar, 2010 00:00:00",
1834,Fredrique,"Vulcan Company, Inc.",1001,Rozario Diego,fredrique@samplecompany.com,(800) - 456 - 1834,,Education,External Referral,Pre Qualified,"23 Mar, 2010 00:00:00",
1835,Martine,"Acorn Building Components, Inc.",1007,David Love,martine@samplecompany.com,(800) - 456 - 1835,,Manufacturing,Employee Referral,Contact in Future,"22 Mar, 2010 00:00:00",
1836,Sven,Silver City Aluminum Corp.,1011,Tina Thomas,sven@samplecompany.com,(800) - 456 - 1836,,Government/Military,External Referral,Contacted,"22 Mar, 2010 00:00:00",
1848,Manuel,Dodge Rockwell Automation,1008,Roger Terrence,manuel@samplecompany.com,(800) - 456 - 1848,,Pharma,OnlineStore,Pre Qualified,"21 Mar, 2010 00:00:00",
1850,Mary,Gears Gears Gears Inc,1010,Augustine Paul,mary@samplecompany.com,(800) - 456 - 1850,,Government/Military,Sales Mail Alias,Contacted,"21 Mar, 2010 00:00:00",
1852,Mark,Lake City Forge Inc/Plt 4,1004,Pete Zachriah,mark@samplecompany.com,(800) - 456 - 1852,,Government/Military,External Referral,Pre Qualified,"21 Mar, 2010 00:00:00",
1854,Steve,Pelfrey Machine & Repair,1004,Pete Zachriah,steve@samplecompany.com,(800) - 456 - 1854,,Financial Services,Advertisement,Contacted,"21 Mar, 2010 00:00:00",
1856,Alexander,"Lorain Tubular Company, LLC",1006,Harold Pawlan,alexander@samplecompany.com,(800) - 456 - 1856,,Technology,Cold Call,Attempted to Contact,"21 Mar, 2010 00:00:00",
1839,Patricio,Alcoa Engineered Products,1004,Pete Zachriah,patricio@samplecompany.com,(800) - 456 - 1839,,Technology,OnlineStore,Pre Qualified,"21 Mar, 2010 00:00:00",
1842,Yoshi,Ford Aerospace Communications Div.,1010,Augustine Paul,yoshi@samplecompany.com,(800) - 456 - 1842,,Manufacturing,Public Relations,Not Contacted,"21 Mar, 2010 00:00:00",
1844,Bob,Chicago Hardware & Fixture Co,1008,Roger Terrence,bob@samplecompany.com,(800) - 456 - 1844,,Technology,OnlineStore,Contact in Future,"21 Mar, 2010 00:00:00",
1860,Matti,Rolls-Royce Allison,1002,Santa Cruz Clara,matti@samplecompany.com,(800) - 456 - 1860,,Pharma,Trade Show,Not Contacted,"13 Mar, 2010 00:00:00",
1863,Carlos,Twin City Gear Co Inc,1009,Thomas Mondrake,carlos@samplecompany.com,(800) - 456 - 1863,,Financial Services,Advertisement,Contacted,"08 Mar, 2010 00:00:00",
1866,Horst,Rupp Forge Co,1007,David Love,horst@samplecompany.com,(800) - 456 - 1866,,Pharma,Advertisement,Pre Qualified,"07 Mar, 2010 00:00:00",
1872,Yang,Pratt & Whitney,1005,Steffi Graf,yang@samplecompany.com,(800) - 456 - 1872,,Technology,Cold Call,Contacted,"07 Mar, 2010 00:00:00",
1873,Sue,Keymark Aluminum Corporation,1010,Augustine Paul,sue@samplecompany.com,(800) - 456 - 1873,,Manufacturing,Trade Show,Junk Lead,"06 Mar, 2010 00:00:00",
1875,Maurizio,PIC Design Corp,1005,Steffi Graf,maurizio@samplecompany.com,(800) - 456 - 1875,,Education,Advertisement,Pre Qualified,"06 Mar, 2010 00:00:00",
1876,Renate,Unique Mobility Inc,1004,Pete Zachriah,renate@samplecompany.com,(800) - 456 - 1876,,Education,Advertisement,Contact in Future,"06 Mar, 2010 00:00:00",
1879,Isabel,Fenpro Inc.,1003,Lazar Mathew,isabel@samplecompany.com,(800) - 456 - 1879,,Technology,Sales Mail Alias,Not Contacted,"22 Feb, 2010 00:00:00",
1881,Felipe,Easco Aluminum & Dolton Aluminum Co.,1004,Pete Zachriah,felipe@samplecompany.com,(800) - 456 - 1881,,IT Services,External Referral,Contacted,"22 Feb, 2010 00:00:00",
1882,Diego,Nibco Inc.,1004,Pete Zachriah,diego@samplecompany.com,(800) - 456 - 1882,,Technology,Advertisement,Junk Lead,"22 Feb, 2010 00:00:00",
1883,Rene,Hwan Chee Metal Company Ltd.,1011,Tina Thomas,rene@samplecompany.com,(800) - 456 - 1883,,Education,Trade Show,Attempted to Contact,"22 Feb, 2010 00:00:00",
1884,Daniel,Roberts Consolidated Industries,1009,Thomas Mondrake,daniel@samplecompany.com,(800) - 456 - 1884,,Manufacturing,Cold Call,Pre Qualified,"22 Feb, 2010 00:00:00",
1885,Alan,Bethlehem Steel - Johnstown,1009,Thomas Mondrake,alan@samplecompany.com,(800) - 456 - 1885,,Education,Partner,Contact in Future,"22 Feb, 2010 00:00:00",
1886,Victoria,Blazon Tube,1010,Augustine Paul,victoria@samplecompany.com,(800) - 456 - 1886,,Government/Military,OnlineStore,Lost Lead,"22 Feb, 2010 00:00:00",
1887,Anabela,Marcegaglia U.S.A. Inc.,1003,Lazar Mathew,anabela@samplecompany.com,(800) - 456 - 1887,,Consulting,Advertisement,Contacted,"22 Feb, 2010 00:00:00",
1888,Catherine,Allied Devices Corp,1007,David Love,catherine@samplecompany.com,(800) - 456 - 1888,,Technology,Sales Mail Alias,Not Contacted,"22 Feb, 2010 00:00:00",
1889,Maria,Bore-Rite Machine Tool,1007,David Love,maria@samplecompany.com,(800) - 456 - 1889,,Technology,Public Relations,Pre Qualified,"22 Feb, 2010 00:00:00",
1890,Rita,Cameron Enterprises Ltd,1004,Pete Zachriah,rita@samplecompany.com,(800) - 456 - 1890,,Government/Military,Employee Referral,Contacted,"22 Feb, 2010 00:00:00",
1891,Chris,Cardinal Fastener & Specialty,1003,Lazar Mathew,chris@samplecompany.com,(800) - 456 - 1891,,Government/Military,External Referral,Junk Lead,"22 Feb, 2010 00:00:00",
1892,Victoria,Durham Capital,1010,Augustine Paul,victoria@samplecompany.com,(800) - 456 - 1892,,Consulting,Web Research,Attempted to Contact,"22 Feb, 2010 00:00:00",
1893,Felipe,Indiana Precision Forge,1010,Augustine Paul,felipe@samplecompany.com,(800) - 456 - 1893,,Technology,Public Relations,Pre Qualified,"22 Feb, 2010 00:00:00",
1894,Patricia,Mercury Metalcraft Co,1011,Tina Thomas,patricia@samplecompany.com,(800) - 456 - 1894,,Technology,Sales Mail Alias,Contact in Future,"22 Feb, 2010 00:00:00",
1895,Carlos,Missouri Forge Inc,1010,Augustine Paul,carlos@samplecompany.com,(800) - 456 - 1895,,IT Services,Partner,Lost Lead,"22 Feb, 2010 00:00:00",
1896,Felipe,Park Drop Forge,1003,Lazar Mathew,felipe@samplecompany.com,(800) - 456 - 1896,,Manufacturing,External Referral,Contacted,"22 Feb, 2010 00:00:00",
1897,Diego,Quarter Master Industries Inc,1011,Tina Thomas,diego@samplecompany.com,(800) - 456 - 1897,,Technology,Sales Mail Alias,Not Contacted,"22 Feb, 2010 00:00:00",
1898,Jonas,T J Tool Works,1004,Pete Zachriah,jonas@samplecompany.com,(800) - 456 - 1898,,Communications,Public Relations,Pre Qualified,"22 Feb, 2010 00:00:00",
1899,Hanna,Universal Machine Co Inc,1005,Steffi Graf,hanna@samplecompany.com,(800) - 456 - 1899,,Pharma,Advertisement,Contact in Future,"22 Feb, 2010 00:00:00",
1900,Liu,"McWilliams Forge Company, Inc.",1005,Steffi Graf,liu@samplecompany.com,(800) - 456 - 1900,,Manufacturing,Advertisement,Attempted to Contact,"22 Feb, 2010 00:00:00",
1901,Mary,Independent Forge Company,1007,David Love,mary@samplecompany.com,(800) - 456 - 1901,,IT Services,Sales Mail Alias,Pre Qualified,"22 Feb, 2010 00:00:00",
1902,Pascale,Whitehall Industries,1004,Pete Zachriah,pascale@samplecompany.com,(800) - 456 - 1902,,IT Services,Advertisement,Contact in Future,"22 Feb, 2010 00:00:00",
1903,Carlos,"American Tool Companies, Inc.",1010,Augustine Paul,carlos@samplecompany.com,(800) - 456 - 1903,,Pharma,Trade Show,Lost Lead,"22 Feb, 2010 00:00:00",
1904,Fran,Cleaver Brooks,1003,Lazar Mathew,fran@samplecompany.com,(800) - 456 - 1904,,Consulting,OnlineStore,Contacted,"22 Feb, 2010 00:00:00",
1905,Francisco,R. A. Barnes Inc.,1001,Rozario Diego,francisco@samplecompany.com,(800) - 456 - 1905,,Service Provider,Partner,Not Contacted,"22 Feb, 2010 00:00:00",
1906,Janete,Dekko Automotive Inc,1009,Thomas Mondrake,janete@samplecompany.com,(800) - 456 - 1906,,IT Services,Web Research,Pre Qualified,"21 Feb, 2010 00:00:00",
1908,Rene,La Harpe Die & Repair,1001,Rozario Diego,rene@samplecompany.com,(800) - 456 - 1908,,Technology,Public Relations,Contacted,"21 Feb, 2010 00:00:00",
1911,Ann,York Industries Inc,1006,Harold Pawlan,ann@samplecompany.com,(800) - 456 - 1911,,IT Services,Public Relations,Contact in Future,"21 Feb, 2010 00:00:00",
1915,Bob,Larson Manufacturing,1010,Augustine Paul,bob@samplecompany.com,(800) - 456 - 1915,,Pharma,Trade Show,Pre Qualified,"19 Feb, 2010 00:00:00",
1916,Marie,Braun Azerbegi,1003,Lazar Mathew,marie@samplecompany.com,(800) - 456 - 1916,,Manufacturing,Partner,Contact in Future,"19 Feb, 2010 00:00:00",
1918,Mary,Aerospace Gear Inc,1006,Harold Pawlan,mary@samplecompany.com,(800) - 456 - 1918,,Communications,External Referral,Junk Lead,"19 Feb, 2010 00:00:00",
1919,Matti,Custom Engine Service Co,1010,Augustine Paul,matti@samplecompany.com,(800) - 456 - 1919,,Government/Military,Employee Referral,Attempted to Contact,"19 Feb, 2010 00:00:00",
1920,Guillermo,Detroit Chain Co,1011,Tina Thomas,guillermo@samplecompany.com,(800) - 456 - 1920,,Education,Advertisement,Contact in Future,"19 Feb, 2010 00:00:00",
1922,Yoshi,Seatek Co Inc,1005,Steffi Graf,yoshi@samplecompany.com,(800) - 456 - 1922,,Technology,External Referral,Contacted,"19 Feb, 2010 00:00:00",
1926,Philip,Haley Marine Gears,1004,Pete Zachriah,philip@samplecompany.com,(800) - 456 - 1926,,Education,Public Relations,Contacted,"09 Feb, 2010 00:00:00",
1927,Martine,Mich-Lar Machine Inc,1001,Rozario Diego,martine@samplecompany.com,(800) - 456 - 1927,,Manufacturing,Cold Call,Junk Lead,"09 Feb, 2010 00:00:00",
1928,Yang,Wartian Lock Sales,1010,Augustine Paul,yang@samplecompany.com,(800) - 456 - 1928,,Technology,Web Research,Attempted to Contact,"09 Feb, 2010 00:00:00",
1930,Fran,Adkins Machine Co Inc,1008,Roger Terrence,fran@samplecompany.com,(800) - 456 - 1930,,Financial Services,OnlineStore,Lost Lead,"04 Feb, 2010 00:00:00",
1931,Hanna,C E Terrell Machine Co Inc,1003,Lazar Mathew,hanna@samplecompany.com,(800) - 456 - 1931,,Manufacturing,Public Relations,Contacted,"04 Feb, 2010 00:00:00",
1932,Manuel,Emerson Power Transmission,1003,Lazar Mathew,manuel@samplecompany.com,(800) - 456 - 1932,,Manufacturing,Advertisement,Not Contacted,"04 Feb, 2010 00:00:00",
1934,Eduardo,Vistawall Group,1002,Santa Cruz Clara,eduardo@samplecompany.com,(800) - 456 - 1934,,Government/Military,Partner,Contact in Future,"04 Feb, 2010 00:00:00",
1940,Pedro,Braeburn Alloy Steel,1002,Santa Cruz Clara,pedro@samplecompany.com,(800) - 456 - 1940,,Government/Military,Public Relations,Contacted,"03 Feb, 2010 00:00:00",
